     3632.9544122817         6.8057297000         1.0006014000
     3634.4193132544         6.4763202000         0.9803200000
     3635.8842142271         6.8122297000         0.9754483700
     3637.3491151998         6.1264098000         0.9742455800
     3638.8140161725         7.3592197000         0.9864314100
     3640.2789171452         7.9719501000         0.9921091800
     3641.7438181179         8.1567399000         0.9917941200
     3643.2087190906         7.7775200000         0.9776110800
     3644.6736200633         6.9120303000         0.9676682400
     3646.1385210360         5.0318702000         0.9311077800
     3647.6034220087         6.0012898000         0.9414888300
     3649.0683229814         5.8124603000         0.9507005800
     3650.5332239541         6.5198000000         0.9565698600
     3651.9981249268         6.4454400000         0.9565859400
     3653.4630258994         6.5259998000         0.9511034500
     3654.9279268721         6.9197901000         0.9413036100
     3656.3928278448         5.2625299000         0.9097675800
     3657.8577288175         6.1752699000         0.9189092500
     3659.3226297902         7.0354996000         0.9266529900
     3660.7875307629         5.5336901000         0.8998898500
     3662.2524317356         6.1771799000         0.9042141600
     3663.7173327083         5.3131502000         0.8858236800
     3665.1822336810         7.0990302000         0.9032089000
     3666.6471346537         6.9539203000         0.8887710900
     3668.1120356264         5.5706800000         0.8768737200
     3669.5769365991         6.3637204000         0.8887283400
     3671.0418375718         5.9241601000         0.8852874000
     3672.5067385445         5.8991996000         0.8692322200
     3673.9716395172         6.0816002000         0.8622713300
     3675.4365404899         5.2806003000         0.8501557900
     3676.9014414626         5.6061897000         0.8466514500
     3678.3663424353         6.3863897000         0.8506720800
     3679.8312434079         5.4380299000         0.8342652500
     3681.2961443806         5.2818899000         0.8328820700
     3682.7610453533         5.8354503000         0.8406000600
     3684.2259463260         5.5268302000         0.8310804100
     3685.6908472987         6.0084600000         0.8317586900
     3687.1557482714         5.1426499000         0.8248369100
     3688.6206492441         4.5608897000         0.8091754700
     3690.0855502168         4.1936800000         0.7953954400
     3691.5504511895         4.0136299000         0.7965384000
     3693.0153521622         4.3582299000         0.8070654300
     3694.4802531349         4.6395097000         0.8054232500
     3695.9451541076         5.1948599000         0.8017293200
     3697.4100550803         5.0935299000         0.7969817700
     3698.8749560530         5.1979299000         0.7981601400
     3700.3398570257         5.4241904000         0.7913143900
     3701.8047579984         5.0094402000         0.7755344300
     3703.2696589711         5.1641100000         0.7807006700
     3704.7345599437         5.6325399000         0.7896949700
     3706.1994609164         5.2041101000         0.7775375300
     3707.6643618891         4.9778400000         0.7606776100
     3709.1292628618         5.5443399000         0.7680395800
     3710.5941638345         5.1354199000         0.7624630600
     3712.0590648072         5.5891697000         0.7630145600
     3713.5239657799         5.5206802000         0.7630748400
     3714.9888667526         4.5403703000         0.7483761700
     3716.4537677253         5.4432799000         0.7558449500
