3185.3145672	0.18152876
3187.25198561	0.18226573
3189.18940401	0.19022849
3191.12682242	0.19814251
3193.06424082	0.19642153
3195.00165922	0.19602238
3196.93907763	0.19494332
3198.87649603	0.19816871
3200.81391444	0.18717870
3202.75133284	0.17030525
3204.68875125	0.17322400
3206.62616965	0.18214497
3208.56358806	0.17161767
3210.50100646	0.17719600
3212.43842487	0.17249712
3214.37584327	0.17167553
3216.31326168	0.17854576
3218.25068008	0.17297225
3220.18809849	0.17213543
3222.12551689	0.16815230
3224.0629353	0.17175415
3226.0003537	0.16697295
3227.93777211	0.17428970
3229.87519051	0.16773407
3231.81260892	0.17101477
3233.75002732	0.17816733
3235.68744573	0.16968961
3237.62486413	0.17088300
3239.56228254	0.17896619
3241.49970094	0.17707127
3243.43711935	0.17737657
3245.37453775	0.17715487
3247.31195616	0.17356294
3249.24937456	0.18467741
3251.18679297	0.19532369
3253.12421137	0.19334380
3255.06162978	0.18328430
3256.99904818	0.18367721
3258.93646659	0.19338438
3260.87388499	0.18520518
3262.8113034	0.17631143
3264.7487218	0.18734060
3266.68614021	0.19717991
3268.62355861	0.20475177
3270.56097702	0.20128286
3272.49839542	0.19010672
3274.43581383	0.20226014
3276.37323223	0.20417187
3278.31065063	0.19689231
3280.24806904	0.19741073
3282.18548744	0.19050774
3284.12290585	0.19561668
3286.06032425	0.20062888
3287.99774266	0.18629950
3289.93516106	0.17910098
3291.87257947	0.17123500
3293.80999787	0.17590025
3295.74741628	0.19095406
3297.68483468	0.18549398
3299.62225309	0.18462299
3301.55967149	0.19148937
3303.4970899	0.19543251
3305.4345083	0.18992697
3307.37192671	0.18094973
3309.30934511	0.18492365
3311.24676352	0.18713483
3313.18418192	0.19192253
3315.12160033	0.19331795
3317.05901873	0.18779656
3318.99643714	0.18027385
3320.93385554	0.18832095
3322.87127395	0.19055441
3324.80869235	0.18703872
3326.74611076	0.19084077
3328.68352916	0.18826209
3330.62094757	0.18858323
3332.55836597	0.19307479
3334.49578438	0.19056477
3336.43320278	0.18804555
3338.37062119	0.19009955
3340.30803959	0.18622801
3342.245458	0.19101430
3344.1828764	0.18144225
3346.12029481	0.18338208
3348.05771321	0.17851302
3349.99513162	0.17541936
3351.93255002	0.18789998
3353.86996843	0.18680115
3355.80738683	0.17391326
3357.74480523	0.18529740
3359.68222364	0.18621716
3361.61964204	0.19015945
3363.55706045	0.18988511
3365.49447885	0.19115706
3367.43189726	0.18531843
3369.36931566	0.18706827
3371.30673407	0.18552703
3373.24415247	0.18187402
3375.18157088	0.18970796
3377.11898928	0.18366419
3379.05640769	0.18340677
3380.99382609	0.17856580
3382.9312445	0.18826909
3384.8686629	0.19060610
3386.80608131	0.17711410
3388.74349971	0.17390130
3390.68091812	0.17658821
3392.61833652	0.18440500
3394.55575493	0.18310806
3396.49317333	0.17575601
3398.43059174	0.17865227
3400.36801014	0.17926835
3402.30542855	0.17678265
3404.24284695	0.17824028
3406.18026536	0.17720374
3408.11768376	0.17062399
3410.05510217	0.16741225
3411.99252057	0.16589424
3413.92993898	0.17172490
3415.86735738	0.17528100
3417.80477579	0.16593701
3419.74219419	0.16549766
3421.6796126	0.16932286
3423.617031	0.16647157
3425.55444941	0.16545205
3427.49186781	0.16758618
3429.42928622	0.16985394
3431.36670462	0.17328280
3433.30412303	0.17025770
3435.24154143	0.17051055
3437.17895983	0.18213153
3439.11637824	0.18089291
3441.05379664	0.17734519
3442.99121505	0.17939891
3444.92863345	0.16796184
3446.86605186	0.17076448
3448.80347026	0.18377140
3450.74088867	0.17894818
3452.67830707	0.16964516
3454.61572548	0.17479041
3456.55314388	0.18471515
3458.49056229	0.17977759
3460.42798069	0.16799188
3462.3653991	0.16637841
3464.3028175	0.17785980
3466.24023591	0.18390882
3468.17765431	0.17692475
3470.11507272	0.17553024
3472.05249112	0.17245862
3473.98990953	0.16765764
3475.92732793	0.17333287
3477.86474634	0.18041596
3479.80216474	0.18600272
3481.73958315	0.18633734
3483.67700155	0.18519861
3485.61441996	0.18453118
3487.55183836	0.17686202
3489.48925677	0.17885263
3491.42667517	0.17845602
3493.36409358	0.17614807
3495.30151198	0.18025030
3497.23893039	0.18277670
3499.17634879	0.17887329
3501.1137672	0.17335740
3503.0511856	0.17398880
3504.98860401	0.18087234
3506.92602241	0.18981537
3508.86344082	0.18762159
3510.80085922	0.18188806
3512.73827763	0.18300086
3514.67569603	0.18896748
3516.61311443	0.19098000
3518.55053284	0.18708706
3520.48795124	0.19496332
3522.42536965	0.19194058
3524.36278805	0.17500643
3526.30020646	0.17541641
3528.23762486	0.18355335
3530.17504327	0.18759009
3532.11246167	0.18339930
3534.04988008	0.17828225
3535.98729848	0.18536203
3537.92471689	0.18804111
3539.86213529	0.18620023
3541.7995537	0.18974471
3543.7369721	0.19305301
3545.67439051	0.19043514
3547.61180891	0.17866234
3549.54922732	0.17466730
3551.48664572	0.18483599
3553.42406413	0.19663270
3555.36148253	0.19573657
3557.29890094	0.18983985
3559.23631934	0.19045852
3561.17373775	0.18734607
3563.11115615	0.18969959
3565.04857456	0.19087914
3566.98599296	0.18716808
3568.92341137	0.19032745
3570.86082977	0.19083585
3572.79824818	0.18699992
3574.73566658	0.18857299
3576.67308499	0.18692553
3578.61050339	0.18491074
3580.5479218	0.19544697
3582.4853402	0.19359100
3584.42275861	0.18650658
3586.36017701	0.18984452
3588.29759542	0.18648572
3590.23501382	0.18639502
3592.17243223	0.18626079
3594.10985063	0.18303965
3596.04726903	0.18909517
3597.98468744	0.18985659
3599.92210584	0.18262044
3601.85952425	0.17839366
3603.79694265	0.18216676
3605.73436106	0.18508953
3607.67177946	0.18735403
3609.60919787	0.19463216
3611.54661627	0.19414125
3613.48403468	0.18544894
3615.42145308	0.18338974
3617.35887149	0.18823165
3619.29628989	0.18406446
3621.2337083	0.17481284
3623.1711267	0.17956787
3625.10854511	0.18957123
3627.04596351	0.18919185
3628.98338192	0.18933028
3630.92080032	0.18869345
3632.85821873	0.18954398
3634.79563713	0.18480837
3636.73305554	0.18325573
3638.67047394	0.18969776
3640.60789235	0.19320567
3642.54531075	0.19662082
3644.48272916	0.19846986
3646.42014756	0.18979852
3648.35756597	0.18691206
3650.29498437	0.19141842
3652.23240278	0.19267903
3654.16982118	0.19404379
3656.10723959	0.19242902
3658.04465799	0.18902431
3659.9820764	0.18589535
3661.9194948	0.19414668
3663.85691321	0.19667488
3665.79433161	0.19261678
3667.73175002	0.19918072
3669.66916842	0.19767889
3671.60658683	0.18718143
3673.54400523	0.18803926
3675.48142363	0.19466378
3677.41884204	0.19695339
3679.35626044	0.19946696
3681.29367885	0.19130243
3683.23109725	0.19507402
3685.16851566	0.20082298
3687.10593406	0.20382255
3689.04335247	0.19860007
3690.98077087	0.19571027
3692.91818928	0.19802487
3694.85560768	0.19736432
3696.79302609	0.19267431
3698.73044449	0.19000357
3700.6678629	0.19661494
3702.6052813	0.19978760
3704.54269971	0.19757995
3706.48011811	0.19220337
3708.41753652	0.19770578
3710.35495492	0.20290361
3712.29237333	0.20264195
3714.22979173	0.20279460
3716.16721014	0.20180756
3718.10462854	0.20108427
3720.04204695	0.19829440
3721.97946535	0.19867691
3723.91688376	0.19890600
3725.85430216	0.19522463
3727.79172057	0.19396462
3729.72913897	0.19470222
3731.66655738	0.18987556
3733.60397578	0.18530579
3735.54139419	0.18204197
3737.47881259	0.19227885
3739.416231	0.19167343
3741.3536494	0.18921085
3743.29106781	0.19066419
3745.22848621	0.18955436
3747.16590462	0.18928577
3749.10332302	0.19070910
3751.04074143	0.19334386
3752.97815983	0.19183321
