      3238.81  1.78472e-15  1.77692e-16
      3240.66  1.87041e-15  1.70431e-16
      3242.51  1.98913e-15  1.76318e-16
      3244.36  1.11351e-15  1.46798e-16
      3246.21  8.34886e-16  1.25367e-16
      3248.06  7.23861e-16  1.34451e-16
      3249.91  4.64687e-16  1.09510e-16
      3251.77  6.57256e-16  1.16982e-16
      3253.62  9.06751e-16  1.17697e-16
      3255.47  5.58839e-16  1.21589e-16
      3257.32  3.89711e-16  9.38915e-17
      3259.17  3.21929e-16  8.95058e-17
      3261.02  4.61567e-16  8.93378e-17
      3262.87  5.62767e-16  8.98038e-17
      3264.73  4.94711e-16  8.55377e-17
      3266.58  3.56736e-16  7.98801e-17
      3268.43  8.50000e-17  9.08541e-17
      3270.28  5.13567e-16  7.86989e-17
      3272.14  4.21797e-16  7.33028e-17
      3273.99  2.53334e-16  6.83938e-17
      3275.84  6.23366e-16  7.52828e-17
      3277.70  5.00190e-16  7.04804e-17
      3279.55  2.38450e-16  6.63358e-17
      3281.40  5.17957e-16  6.78023e-17
      3283.26  3.62973e-16  6.29953e-17
      3285.11  3.25329e-16  7.10265e-17
      3286.96  4.67280e-16  6.19260e-17
      3288.82  2.53427e-16  5.61449e-17
      3290.67  2.16094e-16  5.43871e-17
      3292.53  2.11062e-16  6.29210e-17
      3294.38  3.59535e-16  5.53314e-17
      3296.23  5.60723e-16  5.98148e-17
      3298.09  4.50898e-16  6.48032e-17
      3299.94  6.22354e-16  5.85161e-17
      3301.80  3.45227e-16  5.46626e-17
      3303.65  6.29400e-16  5.65712e-17
      3305.51  5.68265e-16  5.59270e-17
      3307.36  4.78546e-16  5.24998e-17
      3309.22  3.92819e-16  4.91604e-17
      3311.08  4.52471e-16  5.03859e-17
      3312.93  5.38966e-16  5.11371e-17
      3314.79  4.49696e-16  4.90713e-17
      3316.64  6.52682e-16  5.30655e-17
      3318.50  4.90180e-16  4.92393e-17
      3320.36  5.57830e-16  5.05689e-17
      3322.21  5.55643e-16  4.91482e-17
      3324.07  5.22748e-16  5.43759e-17
      3325.93  5.89040e-16  4.88733e-17
      3327.78  5.48432e-16  4.75851e-17
      3329.64  7.02179e-16  5.02492e-17
      3331.50  4.66506e-16  4.57152e-17
      3333.36  7.03570e-16  5.26378e-17
      3335.21  5.85758e-16  4.64671e-17
      3337.07  7.00347e-16  4.89842e-17
      3338.93  5.65312e-16  4.56155e-17
      3340.79  6.31365e-16  4.81844e-17
      3342.65  6.08731e-16  4.64132e-17
      3344.50  5.10648e-16  4.42253e-17
      3346.36  4.33282e-16  5.04482e-17
      3348.22  5.25326e-16  4.35750e-17
      3350.08  6.81484e-16  4.63865e-17
      3351.94  5.15249e-16  4.36983e-17
      3353.80  4.63915e-16  4.26789e-17
      3355.66  5.68113e-16  4.40532e-17
      3357.52  6.49558e-16  4.55885e-17
      3359.38  6.15408e-16  4.77630e-17
      3361.24  8.06668e-16  4.76631e-17
      3363.09  7.94620e-16  4.75150e-17
      3364.95  7.22354e-16  4.63502e-17
      3366.81  5.86203e-16  4.35513e-17
      3368.68  7.83480e-16  4.95062e-17
      3370.54  6.56623e-16  4.49254e-17
      3372.40  5.81938e-16  4.36583e-17
      3374.26  7.47652e-16  4.61767e-17
      3376.12  6.78133e-16  4.53457e-17
      3377.98  7.04290e-16  4.52833e-17
      3379.84  5.23412e-16  5.33141e-17
      3381.70  6.29161e-16  4.39475e-17
      3383.56  7.02978e-16  4.52280e-17
      3385.42  7.47075e-16  4.61908e-17
      3387.28  6.60679e-16  4.45584e-17
      3389.15  7.66834e-16  4.66315e-17
      3391.01  6.05622e-16  4.38757e-17
      3392.87  5.43263e-16  5.77030e-17
      3394.73  7.37091e-16  4.71203e-17
      3396.59  7.47075e-16  5.30608e-17
      3398.46  7.47075e-16  5.21745e-17
      3400.32  7.02664e-16  4.68280e-17
      3402.18  8.47963e-16  4.81029e-17
      3404.05  7.48369e-16  4.63763e-17
      3405.91  7.90947e-16  4.70476e-17
      3407.77  7.67807e-16  4.67441e-17
      3409.63  9.04825e-16  4.91715e-17
      3411.50  7.37091e-16  4.62247e-17
      3413.36  8.26951e-16  4.77573e-17
      3415.23  6.96996e-16  5.41426e-17
      3417.09  7.58031e-16  4.66462e-17
      3418.95  8.50794e-16  4.86568e-17
      3420.82  7.20005e-16  4.60538e-17
      3422.68  8.51167e-16  4.87705e-17
      3424.55  7.97450e-16  5.12642e-17
      3426.41  8.46843e-16  4.83896e-17
      3428.28  7.53428e-16  5.50611e-17
      3430.14  8.31348e-16  4.82906e-17
      3432.01  8.53111e-16  4.84833e-17
      3433.87  7.78389e-16  4.69570e-17
      3435.74  8.74864e-16  4.86844e-17
      3437.60  6.86352e-16  4.55110e-17
      3439.47  6.91481e-16  5.33852e-17
      3441.33  8.81697e-16  4.87316e-17
      3443.20  7.60432e-16  4.67263e-17
      3445.06  8.88676e-16  5.74694e-17
      3446.93  8.83029e-16  4.87464e-17
      3448.80  8.38297e-16  4.80990e-17
      3450.66  7.16911e-16  4.59557e-17
      3452.53  8.73291e-16  4.81922e-17
      3454.40  6.71950e-16  4.90536e-17
      3456.26  7.97249e-16  4.67977e-17
      3458.13  8.24011e-16  4.72640e-17
      3460.00  8.36923e-16  4.75687e-17
      3461.86  7.41398e-16  5.54036e-17
      3463.73  8.38297e-16  4.89045e-17
      3465.60  8.36923e-16  5.10370e-17
      3467.47  8.36923e-16  4.76304e-17
      3469.33  9.03580e-16  5.07904e-17
      3471.20  9.20128e-16  4.86588e-17
      3473.07  8.86189e-16  5.01460e-17
      3474.94  8.76952e-16  4.76537e-17
      3476.81  7.50063e-16  4.52940e-17
      3478.68  8.03415e-16  4.60207e-17
      3480.54  7.45947e-16  4.53148e-17
      3482.41  7.53794e-16  4.58860e-17
      3484.28  9.38552e-16  5.03654e-17
      3486.15  9.08577e-16  4.96461e-17
