3.757753679127874875e+03 -9.804472352079423914e+00 4.932865970216032458e+00
3.758791419067699735e+03 1.042856872727879747e+00 5.190390325687937789e+00
3.759829159007524595e+03 8.991282801074182984e+00 5.289082520884972993e+00
3.760866898947349910e+03 -1.811894326329527294e+00 5.124460647143203929e+00
3.761904638887174769e+03 2.517236711545855155e+00 5.042285652811709262e+00
3.762942378826999629e+03 6.498985827860923603e-01 5.160921719102621097e+00
3.763980118766824944e+03 -1.052544810698782696e+00 5.045652550830862282e+00
3.765017858706649804e+03 2.877118195329464445e+00 5.130471804032581851e+00
3.766055598646474664e+03 1.756516033240492214e-01 4.939090424037511973e+00
3.767093338586299524e+03 7.876837363049976615e-01 5.000354464860746084e+00
3.768131078526124838e+03 2.471468157635042129e+00 5.028423527525212045e+00
3.769168818465949698e+03 -1.457290543000437699e+00 4.863527255110572156e+00
3.770206558405774558e+03 -2.105695457210484012e+00 4.778287646143695611e+00
3.771244298345599873e+03 -4.518638325092518393e+00 4.890634650549278817e+00
3.772282038285424733e+03 8.830790316110043170e-01 5.059145408931446930e+00
3.773319778225249593e+03 8.059565499722867177e-01 5.049382100092091541e+00
3.774357518165074907e+03 -5.509239786752077039e-01 4.953650866666126085e+00
3.775395258104899767e+03 3.084169896474294958e+00 5.191266304285099054e+00
3.776432998044724627e+03 -4.320054000894024249e+00 4.859066747620450322e+00
3.777470737984549942e+03 7.725305641649979904e+00 5.076478693192972180e+00
3.778508477924374802e+03 6.990107461147939683e-01 4.955826686856177332e+00
3.779546217864199662e+03 -1.614846035878267916e+00 4.928754782340202922e+00
3.780583957804024521e+03 -3.832740461664645437e+00 4.920241262240783620e+00
3.781621697743849836e+03 -4.722188161911848425e+00 4.783873362822774311e+00
3.782659437683674696e+03 2.732324080778091080e+00 4.915721733127178084e+00
3.783697177623499556e+03 6.468993946643190718e+00 4.956269863642155826e+00
3.784734917563324871e+03 -4.007061313829533566e-01 4.778241971336517402e+00
3.785772657503149730e+03 4.164857192561126631e+00 4.783824028586002086e+00
3.786810397442974590e+03 6.283649784215364242e+00 4.776258163680441982e+00
3.787848137382799905e+03 1.292926086982608247e+00 4.619554560170199053e+00
3.788885877322624765e+03 1.351414942852427581e+00 4.688870022290227091e+00
3.789923617262449625e+03 -1.249283591425369710e+00 4.791368781479847350e+00
3.790961357202274939e+03 -4.867276010508301831e-01 4.595894884679291081e+00
3.791999097142099799e+03 -5.491989487347167298e+00 4.573654086223744919e+00
3.793036837081924659e+03 -4.567743521550191588e+00 4.833131633156559914e+00
3.794074577021749519e+03 -5.300512876115674565e+00 4.491793237336410449e+00
3.795112316961574834e+03 3.448956762719000313e+00 4.499309310848928156e+00
3.796150056901399694e+03 6.207791595107864602e+00 4.591308057853548341e+00
3.797187796841224554e+03 2.991752345112269840e+00 4.380140877433931657e+00
3.798225536781049868e+03 -2.450233357507919596e+00 4.327487881014750570e+00
3.799263276720874728e+03 4.258879139046513274e+00 4.495887568157281855e+00
3.800301016660699588e+03 4.835396446206530641e+00 4.433000749787217032e+00
3.801338756600524903e+03 -6.643294679315280282e-01 4.396619718925814269e+00
3.802376496540349763e+03 1.598049223413517517e+00 4.329159340385356991e+00
3.803414236480174623e+03 1.091292557563466659e+00 4.290533958276726345e+00
3.804451976419999937e+03 1.070877885985374034e+00 4.266853188360302696e+00
3.805489716359824797e+03 -7.069884934606089633e-02 4.220728440832179018e+00
3.806527456299649657e+03 1.014721514726624640e+00 4.095274248925954375e+00
3.807565196239474517e+03 -2.409349019109473744e+00 3.981214713921273241e+00
3.808602936179299832e+03 3.964415503013773989e+00 4.148706318427106687e+00
3.809640676119124691e+03 6.030224820613406145e+00 4.258678355345938193e+00
3.810678416058949551e+03 6.507259415637659750e+00 4.248627489617750719e+00
3.811716155998774866e+03 2.761545709339376931e-01 4.073729691758010141e+00
3.812753895938599726e+03 1.810468561277150945e+00 4.047031522527303693e+00
3.813791635878424586e+03 -6.981317448921429136e-01 4.048899611592844394e+00
3.814829375818249900e+03 5.599393109486674014e+00 4.192878532661281632e+00
3.815867115758074760e+03 6.895736549073745891e+00 4.242165939603331992e+00
3.816904855697899620e+03 5.339559826483373683e+00 4.140618220334602029e+00
3.817942595637724935e+03 3.668911044610158267e+00 3.943615568541359195e+00
3.818980335577549795e+03 4.538725285103603291e+00 3.963626825993628700e+00
3.820018075517374655e+03 7.689668587354001161e+00 3.872118796372042038e+00
3.821055815457199515e+03 4.549925194250854510e+00 3.871471215421813827e+00
3.822093555397024829e+03 3.581565150069704551e+00 3.752200796389795645e+00
3.823131295336849689e+03 1.803510750091753823e-01 3.843320349977737749e+00
3.824169035276674549e+03 9.295476475789355320e+00 3.854909357543683246e+00
3.825206775216499864e+03 6.607150374325176045e+00 3.702020470616903314e+00
3.826244515156324724e+03 -4.276710294290219316e+00 3.450753829949011475e+00
3.827282255096149584e+03 -3.347933658385185973e-01 3.524668291218888250e+00
3.828319995035974898e+03 2.376100343517578484e+00 3.659737937800707108e+00
3.829357734975799758e+03 6.334568896036707919e+00 3.840859852485755344e+00
3.830395474915624618e+03 1.901173418500462065e+00 3.862237702367606662e+00
3.831433214855449933e+03 -2.267251719984641589e+00 3.745418701461553201e+00
3.832470954795274793e+03 3.011499999137305039e+00 3.711842553899938668e+00
3.833508694735099652e+03 4.926268001168626620e-01 3.663311513850316725e+00
3.834546434674924512e+03 -2.298428835996795261e-01 3.573006280565306891e+00
3.835584174614749827e+03 3.707499723677222025e+00 3.603442299886274292e+00
3.836621914554574687e+03 3.552788874179438228e+00 3.628415248212871091e+00
3.837659654494399547e+03 -2.125161143906544758e+00 3.356795091488549154e+00
3.838697394434224861e+03 -1.627418956645794834e+00 3.303723036225550747e+00
3.839735134374049721e+03 3.562616389686238616e+00 3.365989420774396113e+00
3.840772874313874581e+03 3.375168191741624579e-02 3.205581690631343239e+00
3.841810614253699896e+03 -3.550484059205569309e+00 3.121115201028846098e+00
3.842848354193524756e+03 -2.397497317918881599e-01 3.250326818798887185e+00
3.843886094133349616e+03 6.932884566201809484e+00 3.342788043104915729e+00
3.844923834073174930e+03 5.226002701019059948e+00 3.426723918666585877e+00
3.845961574012999790e+03 -8.822948374169205243e-02 3.285810976713277487e+00
3.846999313952824650e+03 -6.545800837040375519e+00 3.163081068418116093e+00
3.848037053892649510e+03 -3.735093749960616716e+00 3.145759006426179560e+00
3.849074793832474825e+03 -2.011019246617289646e-01 3.230182862944395605e+00
