2.948381452318460106e+03 2.210340000000000335e-16
2.950697952755905135e+03 2.239471290322581244e-16
2.953014461942257185e+03 2.279381612903226231e-16
2.955330962379702669e+03 2.311353548387097389e-16
2.957647462817147698e+03 2.342611612903226472e-16
2.959963972003499748e+03 2.388657741935484291e-16
2.962280472440944777e+03 2.434705483870968072e-16
2.964596972878390261e+03 2.477482580645162108e-16
2.966913482064741856e+03 2.513536774193548586e-16
2.969229982502187340e+03 2.527203870967742628e-16
2.971546482939632369e+03 2.529566774193548770e-16
2.973862992125983965e+03 2.555515483870968649e-16
2.976179492563429903e+03 2.590701290322580938e-16
2.978495993000874932e+03 2.607052903225806663e-16
2.980812502187226528e+03 2.627885806451613477e-16
2.983129002624671557e+03 2.652059677419354657e-16
2.985445503062117496e+03 2.663911290322581491e-16
2.987762012248469091e+03 2.654495806451612937e-16
2.990078512685914120e+03 2.640882903225806859e-16
2.992395013123359604e+03 2.640392580645161436e-16
2.994711522309711199e+03 2.618478709677419627e-16
2.997028022747156683e+03 2.589767419354839028e-16
2.999344523184601712e+03 2.575845806451613128e-16
3.001661032370953762e+03 2.556304838709677632e-16
3.003977532808398792e+03 2.537136129032258329e-16
3.006294033245844275e+03 2.520213870967741897e-16
3.008610542432195871e+03 2.500134193548386574e-16
3.010927042869641355e+03 2.487249032258065446e-16
3.013243543307086384e+03 2.493609677419355504e-16
3.015560052493438434e+03 2.501527419354839196e-16
3.017876552930883463e+03 2.491601935483871744e-16
3.020193053368328947e+03 2.481907741935484377e-16
3.022509562554680542e+03 2.471786774193548450e-16
3.024826062992126026e+03 2.445836774193548492e-16
3.027142563429571055e+03 2.415930645161290773e-16
3.029459072615922651e+03 2.396315161290322566e-16
3.031775573053368589e+03 2.389337741935484137e-16
3.034092073490813618e+03 2.386592903225806528e-16
3.036408582677165214e+03 2.374105161290322743e-16
3.038725083114610698e+03 2.365702580645161305e-16
3.041041583552056181e+03 2.378975161290323057e-16
3.043358092738407777e+03 2.402170645161290624e-16
3.045674593175852806e+03 2.417751935483871540e-16
3.047991093613298290e+03 2.421818709677419997e-16
3.050307602799649885e+03 2.433050000000000655e-16
3.052624103237095369e+03 2.452851290322581075e-16
3.054940603674540398e+03 2.462876451612903868e-16
3.057257112860892448e+03 2.460174838709677883e-16
3.059573613298337477e+03 2.456667096774194000e-16
3.061890113735782961e+03 2.455464193548387566e-16
3.064206622922135011e+03 2.452350000000000791e-16
3.066523123359580040e+03 2.453822580645161542e-16
3.068839623797025070e+03 2.461452580645161925e-16
3.071156132983377120e+03 2.475890645161290568e-16
3.073472633420822604e+03 2.495738387096774534e-16
3.075789133858267633e+03 2.512978064516128908e-16
3.078105643044619228e+03 2.528872580645161647e-16
3.080422143482064712e+03 2.539120645161290808e-16
3.082738643919510196e+03 2.542268064516129528e-16
3.085055153105861791e+03 2.543373548387096868e-16
3.087371653543307275e+03 2.551656129032259204e-16
3.089688153980752304e+03 2.577100000000000007e-16
3.092004663167103899e+03 2.595189032258065381e-16
3.094321163604549383e+03 2.598476451612903547e-16
3.096637664041994867e+03 2.607043225806451387e-16
3.098954173228346463e+03 2.623351935483871370e-16
3.101270673665791492e+03 2.636344193548387361e-16
3.103587174103237430e+03 2.639524838709678026e-16
3.105903683289588571e+03 2.639574516129032509e-16
3.108220183727034055e+03 2.645063225806452545e-16
3.110536684164479084e+03 2.651652258064516155e-16
3.112853184601925022e+03 2.653279677419355394e-16
3.115169693788276618e+03 2.654379354838710161e-16
3.117486194225721647e+03 2.656007419354839686e-16
3.119802694663167131e+03 2.659102903225807183e-16
3.122119203849518726e+03 2.664586774193548349e-16
3.124435704286964210e+03 2.668840645161291070e-16
3.126752204724409239e+03 2.668975161290323332e-16
3.129068713910761289e+03 2.666085483870968393e-16
3.131385214348206318e+03 2.664758709677419661e-16
3.133701714785651802e+03 2.662346774193548829e-16
3.136018223972003398e+03 2.658117096774194049e-16
3.138334724409448881e+03 2.659431290322581465e-16
3.140651224846893911e+03 2.663980645161290928e-16
3.142967734033245961e+03 2.664042580645161830e-16
3.145284234470690990e+03 2.656915161290322304e-16
3.147600734908136474e+03 2.643164516129033027e-16
3.149917244094488069e+03 2.623042580645161263e-16
3.152233744531933553e+03 2.604853225806451740e-16
3.154550244969378582e+03 2.595274838709677357e-16
3.156866754155730177e+03 2.590546129032258047e-16
3.159183254593176116e+03 2.580016774193548929e-16
3.161499755030621145e+03 2.560465806451612768e-16
3.163816264216972741e+03 2.545845161290322848e-16
3.166132764654418224e+03 2.541570645161290483e-16
3.168449265091863708e+03 2.536033870967741925e-16
3.170765774278215304e+03 2.524055806451613622e-16
3.173082274715660333e+03 2.509286129032258774e-16
3.175398775153105817e+03 2.496659677419354636e-16
3.177715284339457412e+03 2.482998387096774154e-16
3.180031784776902896e+03 2.466337741935484205e-16
3.182348285214347925e+03 2.456261612903226849e-16
3.184664794400699975e+03 2.455413870967742304e-16
3.186981294838145004e+03 2.452577741935484056e-16
3.189297795275590488e+03 2.447709999999999989e-16
3.191614304461942538e+03 2.440374516129032645e-16
3.193930804899387567e+03 2.426093548387097258e-16
3.196247305336832596e+03 2.409824516129033066e-16
3.198563814523184647e+03 2.400787096774194264e-16
3.200880314960630130e+03 2.399094516129033185e-16
3.203196815398075159e+03 2.394136129032258273e-16
3.205513324584426755e+03 2.388482903225806446e-16
3.207829825021872239e+03 2.387131935483871251e-16
3.210146325459317723e+03 2.381635483870968277e-16
3.212462834645669318e+03 2.369496129032258626e-16
3.214779335083114802e+03 2.355922580645161470e-16
3.217095835520559831e+03 2.348016129032258522e-16
